SeqId	Protein.(short.name)	Protein.(full.name)	Gene	Remark	Included.in.analysis	UniProt	Organism	Type	Ensembl.Gene.ID	Entrez.Gene.ID	HGNC.ID
15419_15	MMP20	Matrix metalloproteinase-20	MMP20	NA	Yes	O60882	human	Protein	ENSG00000137674	9313	HGNC:7167
15422_12	MYP2	Myelin P2 protein	PMP2	NA	Yes	P02689	human	Protein	ENSG00000147588	NA	HGNC:9117
15426_5	NEUR1	Sialidase-1	NEU1	NA	Yes	Q99519	human	Protein	ENSG00000227315	4758	HGNC:7758
15427_35	LOXL3	Lysyl oxidase homolog 3	LOXL3	NA	Yes	P58215	human	Protein	ENSG00000115318	84695	HGNC:13869
15430_165	OPT	Opticin	OPTC	NA	Yes	Q9UBM4	human	Protein	ENSG00000188770	26254	HGNC:8158
15431_31	OTCase	Ornithine carbamoyltransferase, mitochondrial	OTC	NA	Yes	P00480	human	Protein	ENSG00000036473	5009	HGNC:8512
15432_1	Otoraplin	Otoraplin	OTOR	NA	Yes	Q9NRC9	human	Protein	ENSG00000125879	56914	HGNC:8517
15433_4	p60-Src	Proto-oncogene tyrosine-protein kinase Src	SRC	NA	Yes	P12931	human	Protein	ENSG00000197122	6714	HGNC:11283
15434_5	PNOC	Prepronociceptin	PNOC	NA	Yes	Q13519	human	Protein	ENSG00000168081	5368	HGNC:9163
15435_4	PNP	Purine nucleoside phosphorylase	PNP	NA	Yes	P00491	human	Protein	ENSG00000198805	4860	HGNC:7892
15436_40	RAMP1	Receptor activity-modifying protein 1	RAMP1	NA	Yes	O60894	human	Protein	ENSG00000132329	10267	HGNC:9843
15437_11	RAMP3	Receptor activity-modifying protein 3	RAMP3	NA	Yes	O60896	human	Protein	ENSG00000122679	10268	HGNC:9845
15439_21	RND3	Rho-related GTP-binding protein RhoE	RND3	NA	Yes	P61587	human	Protein	ENSG00000115963	390	HGNC:671
15440_57	NEC2	Neuroendocrine convertase 2	PCSK2	NA	Yes	P16519	human	Protein	ENSG00000125851	5126	HGNC:8744
15441_6	SAP3	Ganglioside GM2 activator	GM2A	NA	Yes	P17900	human	Protein	ENSG00000196743	2760	HGNC:4367
15444_45	SCCA2	Serpin B4	SERPINB4	NA	Yes	P48594	human	Protein	ENSG00000206073	6318	HGNC:10570
15446_25	SMDF	Neuregulin-1, sensory and motor neuron-derived factor isoform	NRG1	NA	Yes	Q02297	human	Protein	ENSG00000157168	3084	HGNC:7997
15447_45	Sorbitol dehydrogenase	Sorbitol dehydrogenase	SORD	NA	Yes	Q00796	human	Protein	ENSG00000140263	6652	HGNC:11184
15448_47	SQSTM	Sequestosome-1	SQSTM1	NA	Yes	Q13501	human	Protein	ENSG00000161011	8878	HGNC:11280
15449_33	TIM-4	T-cell immunoglobulin and mucin domain-containing protein 4	TIMD4	NA	Yes	Q96H15	human	Protein	ENSG00000145850	91937	HGNC:25132
15452_5	5'-Nucleotidase	5'-Nucleotidase	NT5E	NA	Yes	P21589	human	Protein	ENSG00000135318	4907	HGNC:8021
15453_3	a1-Microglobulin	Alpha-1-microglobulin	AMBP	NA	Yes	P02760	human	Protein	ENSG00000106927	259	HGNC:453
15455_40	ADA15	Disintegrin and metalloproteinase domain-containing protein 15	ADAM15	NA	Yes	Q13444	human	Protein	ENSG00000143537	8751	HGNC:193
15457_14	Aminopeptidase N	Aminopeptidase N	ANPEP	NA	Yes	P15144	human	Protein	ENSG00000166825	290	HGNC:500
15460_9	CD26	Dipeptidyl peptidase 4	DPP4	NA	Yes	P27487	human	Protein	ENSG00000197635	1803	HGNC:3009
15462_28	CD8A	T-cell surface glycoprotein CD8 alpha chain	CD8A	NA	Yes	P01732	human	Protein	ENSG00000153563	925	HGNC:1706
15465_79	CNPY4	Protein canopy homolog 4	CNPY4	NA	Yes	Q8N129	human	Protein	ENSG00000166997	245812	HGNC:28631
15466_30	CO9A1	Collagen alpha-1(IX) chain	COL9A1	NA	Yes	P20849	human	Protein	ENSG00000112280	1297	HGNC:2217
15467_10	CTHR1	Collagen triple helix repeat-containing protein 1	CTHRC1	NA	Yes	Q96CG8	human	Protein	ENSG00000164932	115908	HGNC:18831
15468_14	FHR1	Complement factor H-related protein 1	CFHR1	NA	Yes	Q03591	human	Protein	ENSG00000244414	100293069	HGNC:4888
15470_11	Hexosaminidase B	Beta-hexosaminidase subunit beta	HEXB	NA	Yes	P07686	human	Protein	ENSG00000049860	3074	HGNC:4879
15471_29	LIPR2	Pancreatic lipase-related protein 2	PNLIPRP2	NA	Yes	P54317	human	Protein	NA	5408	HGNC:9157
15472_16	LRP11	Low-density lipoprotein receptor-related protein 11	LRP11	NA	Yes	Q86VZ4	human	Protein	ENSG00000120256	84918	HGNC:16936
15474_7	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	PIN1	NA	Yes	Q13526	human	Protein	ENSG00000127445	5300	HGNC:8988
15475_4	PLTP	Phospholipid transfer protein	PLTP	NA	Yes	P55058	human	Protein	ENSG00000100979	5360	HGNC:9093
15476_6	REG3G	Regenerating islet-derived protein 3-gamma	REG3G	NA	Yes	Q6UW15	human	Protein	ENSG00000143954	130120	HGNC:29595
15480_2	VNN2	Vascular non-inflammatory molecule 2	VNN2	NA	Yes	O95498	human	Protein	ENSG00000112303	8875	HGNC:12706
15481_45	LL-37	Antibacterial protein LL-37	CAMP	NA	Yes	P49913	human	Protein	ENSG00000164047	820	HGNC:1472
15482_12	A2ML1	Alpha-2-macroglobulin-like protein 1	A2ML1	NA	Yes	A8K2U0	human	Protein	ENSG00000166535	144568	HGNC:23336
15483_377	Agrin	Agrin	AGRN	NA	Yes	O00468	human	Protein	ENSG00000188157	375790	HGNC:329
15486_126	ABP1	Amiloride-sensitive amine oxidase [copper-containing]	AOC1	NA	Yes	P19801	human	Protein	ENSG00000002726	26	HGNC:80
15487_164	carboxylesterase, liver	Liver carboxylesterase 1	CES1	NA	Yes	P23141	human	Protein	ENSG00000198848	1066	HGNC:1863
15491_20	CD248	Endosialin	CD248	NA	Yes	Q9HCU0	human	Protein	ENSG00000174807	57124	HGNC:18219
15492_1	CRIM1	Cysteine-rich motor neuron 1 protein	CRIM1	NA	Yes	Q9NZV1	human	Protein	ENSG00000150938	51232	HGNC:2359
15494_11	FGFP1	Fibroblast growth factor-binding protein 1	FGFBP1	NA	Yes	Q14512	human	Protein	ENSG00000137440	9982	HGNC:19695
15495_9	FOLR3	Folate receptor gamma	FOLR3	NA	Yes	P41439	human	Protein	ENSG00000110203	2352	HGNC:3795
15497_9	HS3S1	Heparan sulfate glucosamine 3-O-sulfotransferase 1	HS3ST1	NA	Yes	O14792	human	Protein	ENSG00000002587	9957	HGNC:5194
15499_11	Attractin	Attractin	ATRN	NA	Yes	O75882	human	Protein	ENSG00000088812	8455	HGNC:885
15503_15	Lefty-A	Left-right determination factor 2	LEFTY2	NA	Yes	O00292	human	Protein	ENSG00000143768	7044	HGNC:3122
15503_20	Lefty-A	Left-right determination factor 2	LEFTY2	NA	Yes	O00292	human	Protein	ENSG00000143768	7044	HGNC:3122
15504_39	Livin B	Baculoviral IAP repeat-containing protein 7 Isoform beta	BIRC7	NA	Yes	Q96CA5	human	Protein	ENSG00000101197	79444	HGNC:13702
15506_34	LRP12	Low-density lipoprotein receptor-related protein 12	LRP12	NA	Yes	Q9Y561	human	Protein	ENSG00000147650	29967	HGNC:31708
15509_2	NAG	Alpha-N-acetylglucosaminidase	NAGLU	NA	Yes	P54802	human	Protein	ENSG00000108784	4669	HGNC:7632
15511_37	NPTXR	Neuronal pentraxin receptor	NPTXR	NA	Yes	O95502	human	Protein	ENSG00000221890	23467	HGNC:7954
15513_108	Prostasin	Prostasin	PRSS8	NA	Yes	Q16651	human	Protein	ENSG00000052344	5652	HGNC:9491
15514_26	Pseudocholinesterase	Cholinesterase	BCHE	NA	Yes	P06276	human	Protein	ENSG00000114200	590	HGNC:983
15515_2	SAA	Serum amyloid A-1 protein	SAA1	NA	Yes	P0DJI8	human	Protein	ENSG00000173432	6288	HGNC:10513
15516_12	SAA-4	Serum amyloid A-4 protein	SAA4	NA	Yes	P35542	human	Protein	ENSG00000148965	6291	HGNC:10516
15521_4	Alcadein alpha-1	Calsyntenin-1	CLSTN1	NA	Yes	O94985	human	Protein	ENSG00000171603	22883	HGNC:17447
15522_2	GAPR1	Golgi-associated plant pathogenesis-related protein 1	GLIPR2	NA	Yes	Q9H4G4	human	Protein	ENSG00000122694	152007	HGNC:18007
15523_9	HEM2	Delta-aminolevulinic acid dehydratase	ALAD	NA	Yes	P13716	human	Protein	ENSG00000148218	210	HGNC:395
15524_30	PGAM2	Phosphoglycerate mutase 2	PGAM2	NA	Yes	P15259	human	Protein	ENSG00000164708	5224	HGNC:8889
15525_294	ADH1G	Alcohol dehydrogenase 1C	ADH1C	NA	Yes	P00326	human	Protein	ENSG00000196616	126	HGNC:251
15526_33	GSHB	Glutathione synthetase	GSS	NA	Yes	P48637	human	Protein	ENSG00000100983	2937	HGNC:4624
15527_90	DLDH	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	NA	Yes	P09622	human	Protein	ENSG00000091140	1738	HGNC:2898
15529_33	Cysteine-rich protein 1	Cysteine and glycine-rich protein 1	CSRP1	NA	Yes	P21291	human	Protein	ENSG00000159176	1465	HGNC:2469
15530_33	EphB4	Ephrin type-B receptor 4	EPHB4	NA	Yes	P54760	human	Protein	ENSG00000196411	2050	HGNC:3395
15533_97	Macrophage scavenger receptor	Macrophage scavenger receptor types I and II	MSR1	NA	Yes	P21757	human	Protein	ENSG00000038945	4481	HGNC:7376
15534_26	Malate dehydrogenase 2	Malate dehydrogenase, mitochondrial	MDH2	NA	Yes	P40926	human	Protein	ENSG00000146701	4191	HGNC:6971
15535_3	Marapsin	Serine protease 27	PRSS27	NA	Yes	Q9BQR3	human	Protein	ENSG00000172382	83886	HGNC:15475
15539_15	SLIK1	SLIT and NTRK-like protein 1	SLITRK1	NA	Yes	Q96PX8	human	Protein	ENSG00000178235	114798	HGNC:20297
15540_6	Vimentin	Vimentin	VIM	NA	Yes	P08670	human	Protein	ENSG00000026025	7431	HGNC:12692
15542_19	KCRU	Creatine kinase U-type, mitochondrial	CKMT1A	NA	Yes	P12532	human	Protein	ENSG00000237289	1159	HGNC:31736
15544_25	kallikrein 14	Kallikrein-14	KLK14	NA	Yes	Q9P0G3	human	Protein	ENSG00000129437	43847	HGNC:6362
15545_13	Calcineurin B a	Calcineurin subunit B type 1	PPP3R1	NA	Yes	P63098	human	Protein	ENSG00000221823	5534	HGNC:9317
15548_35	SERA	D-3-phosphoglycerate dehydrogenase	PHGDH	NA	Yes	O43175	human	Protein	ENSG00000092621	26227	HGNC:8923
15553_22	ACES	Acetylcholinesterase	ACHE	NA	Yes	P22303	human	Protein	ENSG00000087085	43	HGNC:108
15556_49	Alpha-amylase 2B	Alpha-amylase 2B	AMY2B	NA	Yes	P19961	human	Protein	ENSG00000240038	280	HGNC:478
15558_63	AMPE	Glutamyl aminopeptidase	ENPEP	NA	Yes	Q07075	human	Protein	ENSG00000138792	2028	HGNC:3355
15559_5	ANTR2	Anthrax toxin receptor 2	ANTXR2	NA	Yes	P58335	human	Protein	ENSG00000163297	118429	HGNC:21732
15560_52	Apo-TC II	Transcobalamin-2	TCN2	NA	Yes	P20062	human	Protein	ENSG00000185339	6948	HGNC:11653
15562_24	BGLR	Beta-glucuronidase	GUSB	NA	Yes	P08236	human	Protein	ENSG00000169919	2990	HGNC:4696
15565_102	CA125	Mucin-16	MUC16	NA	Yes	Q8WXI7	human	Protein	ENSG00000181143	94025	HGNC:15582
15566_10	Calponin-1	Calponin-1	CNN1	NA	Yes	P51911	human	Protein	ENSG00000130176	1264	HGNC:2155
15567_2	CD3-zeta	T-cell surface glycoprotein CD3 zeta chain	CD247	NA	Yes	P20963	human	Protein	ENSG00000198821	919	HGNC:1677
15569_15	Collagen II	Collagen Type II	COL2A1	NA	Yes	P02458	human	Protein	ENSG00000139219	1280	HGNC:2200
15570_99	Complement receptor type 2	Complement receptor type 2	CR2	NA	Yes	P20023	human	Protein	ENSG00000117322	1380	HGNC:2336
15573_110	CSPG3	Neurocan core protein	NCAN	NA	Yes	O14594	human	Protein	ENSG00000130287	1463	HGNC:2465
15574_37	Cyclin A	Cyclin-A2	CCNA2	NA	Yes	P20248	human	Protein	ENSG00000145386	890	HGNC:1578
15576_158	ECP	Eosinophil cationic protein	RNASE3	NA	Yes	P12724	human	Protein	ENSG00000169397	6037	HGNC:10046
15579_26	ENPP6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	ENPP6	NA	Yes	Q6UWR7	human	Protein	ENSG00000164303	133121	HGNC:23409
15580_2	EPHA7	Ephrin type-A receptor 7	EPHA7	NA	Yes	Q15375	human	Protein	ENSG00000135333	2045	HGNC:3390
15581_16	FANK1	Fibronectin type 3 and ankyrin repeat domains protein 1	FANK1	NA	Yes	Q8TC84	human	Protein	ENSG00000203780	NA	HGNC:23527
15582_25	FCN1	Ficolin-1	FCN1	NA	Yes	O00602	human	Protein	ENSG00000085265	2219	HGNC:3623
15583_18	FCRLB	Fc receptor-like B	FCRLB	NA	Yes	Q6BAA4	human	Protein	ENSG00000162746	127943	HGNC:26431
15584_9	FHR2	Complement factor H-related protein 2	CFHR2	NA	Yes	P36980	human	Protein	ENSG00000080910	3080	HGNC:4890
15585_304	fibulin 5	Fibulin-5	FBLN5	NA	Yes	Q9UBX5	human	Protein	ENSG00000140092	10516	HGNC:3602
15587_20	FOLR2	Folate receptor beta	FOLR2	NA	Yes	P14207	human	Protein	ENSG00000165457	2350	HGNC:3793
15588_17	galactosidase, alpha	Alpha-galactosidase A	GLA	NA	Yes	P06280	human	Protein	ENSG00000102393	2717	HGNC:4296
15589_1	Gc-Globulin, Mixed Type	Vitamin D-binding protein	GC	NA	Yes	P02774	human	Protein	ENSG00000145321	2638	HGNC:4187
15591_28	Glutathione peroxidase	Glutathione peroxidase 1	GPX1	NA	Yes	P07203	human	Protein	ENSG00000233276	2876	HGNC:4553
15594_47	HTRA1	Serine protease HTRA1	HTRA1	NA	Yes	Q92743	human	Protein	ENSG00000166033	5654	HGNC:9476
15596_7	HEXI1	Protein HEXIM1	HEXIM1	NA	Yes	O94992	human	Protein	ENSG00000186834	NA	HGNC:24953
15602_43	IL-6 sRa	Interleukin-6 receptor subunit alpha	IL6R	NA	Yes	P08887	human	Protein	ENSG00000160712	3570	HGNC:6019
15603_20	Integrin alpha-2	Integrin alpha-2	ITGA2	NA	Yes	P17301	human	Protein	ENSG00000164171	3673	HGNC:6137
15604_18	JNK2	Mitogen-activated protein kinase 9	MAPK9	NA	Yes	P45984	human	Protein	ENSG00000050748	5601	HGNC:6886
15606_19	Keratin 19	Keratin, type I cytoskeletal 19	KRT19	NA	Yes	P08727	human	Protein	ENSG00000171345	3880	HGNC:6436
15607_56	KPYR	Pyruvate kinase PKLR	PKLR	NA	Yes	P30613	human	Protein	ENSG00000143627	5313	HGNC:9020
15608_5	KS6B1	Ribosomal protein S6 kinase beta-1	RPS6KB1	NA	Yes	P23443	human	Protein	ENSG00000108443	6198	HGNC:10436
15610_72	LAP	Cytosol aminopeptidase	LAP3	NA	Yes	P28838	human	Protein	ENSG00000002549	51056	HGNC:18449
15612_5	LIN7B	Protein lin-7 homolog B	LIN7B	NA	Yes	Q9HAP6	human	Protein	ENSG00000104863	64130	HGNC:17788
15613_16	LIPP	Pancreatic triacylglycerol lipase	PNLIP	NA	Yes	P16233	human	Protein	ENSG00000175535	5406	HGNC:9155
15614_168	LIRA2	Leukocyte immunoglobulin-like receptor subfamily A member 2	LILRA2	NA	Yes	Q8N149	human	Protein	ENSG00000239998	11027	HGNC:6603
15615_8	LIRB3	Leukocyte immunoglobulin-like receptor subfamily B member 3	LILRB3	NA	Yes	O75022	human	Protein	ENSG00000262087	NA	HGNC:6607
15617_8	lymphotactin beta	Cytokine SCM-1 beta	XCL2	NA	Yes	Q9UBD3	human	Protein	ENSG00000143185	6846	HGNC:10646
15619_49	MOG	Myelin-oligodendrocyte glycoprotein	MOG	NA	Yes	Q16653	human	Protein	ENSG00000232641	4340	HGNC:7197
15620_4	NLGN1	Neuroligin-1	NLGN1	NA	Yes	Q8N2Q7	human	Protein	ENSG00000169760	22871	HGNC:14291
15622_13	OBCAM	Opioid-binding protein/cell adhesion molecule	OPCML	NA	Yes	Q14982	human	Protein	ENSG00000183715	4978	HGNC:8143
15623_1	PD-1	Programmed cell death protein 1	PDCD1	NA	Yes	Q15116	human	Protein	ENSG00000188389	5133	HGNC:8760
15626_223	Perlecan	Basement membrane-specific heparan sulfate proteoglycan core protein	HSPG2	NA	Yes	P98160	human	Protein	ENSG00000142798	3339	HGNC:5273
15627_83	PKB	RAC-alpha serine/threonine-protein kinase	AKT1	NA	Yes	P31749	human	Protein	ENSG00000142208	207	HGNC:391
15631_18	PSG1	Pregnancy-specific beta-1-glycoprotein 1	PSG1	NA	Yes	P11464	human	Protein	ENSG00000231924	5669	HGNC:9514
15633_6	RBP	Retinol-binding protein 4	RBP4	NA	Yes	P02753	human	Protein	ENSG00000138207	5950	HGNC:9922
15634_139	SLIT1	Slit homolog 1 protein	SLIT1	NA	Yes	O75093	human	Protein	ENSG00000187122	6585	HGNC:11085
15635_4	SMOC2	SPARC-related modular calcium-binding protein 2	SMOC2	NA	Yes	Q9H3U7	human	Protein	ENSG00000112562	64094	HGNC:20323
15636_49	SORC1	VPS10 domain-containing receptor SorCS1	SORCS1	NA	Yes	Q8WY21	human	Protein	ENSG00000108018	114815	HGNC:16697
15637_38	SORC3	VPS10 domain-containing receptor SorCS3	SORCS3	NA	Yes	Q9UPU3	human	Protein	ENSG00000156395	22986	HGNC:16699
15640_54	TAGL	Transgelin	TAGLN	NA	Yes	Q01995	human	Protein	ENSG00000149591	6876	HGNC:11553
15641_20	TEFF1	Tomoregulin-1	TMEFF1	NA	Yes	Q8IYR6	human	Protein	ENSG00000241697	8577	HGNC:11866
15644_1	Biotinidase	Biotinidase	BTD	NA	Yes	P43251	human	Protein	ENSG00000169814	686	HGNC:1122
15653_9	COAA1	Collagen alpha-1(X) chain	COL10A1	NA	Yes	Q03692	human	Protein	ENSG00000123500	1300	HGNC:2185
15666_21	BMP-2	Bone morphogenetic protein 2	BMP2	NA	Yes	P12643	human	Protein	ENSG00000125845	650	HGNC:1069
15667_39	BMP-4	Bone morphogenetic protein 4	BMP4	NA	Yes	P12644	human	Protein	ENSG00000125378	652	HGNC:1071
15668_19	BMP-8	Bone morphogenetic protein 8B	BMP8B	NA	Yes	P34820	human	Protein	ENSG00000116985	656	HGNC:1075
15669_7	BRAF1	Serine/threonine-protein kinase B-raf	BRAF	NA	Yes	P15056	human	Protein	ENSG00000157764	673	HGNC:1097
15670_15	C1QL2	Complement C1q-like protein 2	C1QL2	NA	Yes	Q7Z5L3	human	Protein	ENSG00000144119	165257	HGNC:24181
15674_3	CD79A	B-cell antigen receptor complex-associated protein alpha chain	CD79A	NA	Yes	P11912	human	Protein	ENSG00000105369	973	HGNC:1698
15675_3	CEBPB	CCAAT/enhancer-binding protein beta	CEBPB	NA	Yes	P17676	human	Protein	ENSG00000172216	1051	HGNC:1834
15678_71	DKK2	Dickkopf-related protein 2	DKK2	NA	Yes	Q9UBU2	human	Protein	ENSG00000155011	27123	HGNC:2892
15686_49	INHBC	Inhibin beta C chain	INHBC	NA	Yes	P55103	human	Protein	ENSG00000175189	3626	HGNC:6068
15688_30	Mannose-binding lectin	Protein ERGIC-53	LMAN1	NA	Yes	P49257	human	Protein	ENSG00000074695	3998	HGNC:6631
15692_300	NODAL	Nodal homolog	NODAL	NA	Yes	Q96S42	human	Protein	ENSG00000156574	4838	HGNC:7865
15693_9	PgR	Progesterone receptor	PGR	NA	Yes	P06401	human	Protein	ENSG00000082175	5241	HGNC:8910
15698_6	TXLNA	Alpha-taxilin	TXLNA	NA	Yes	P40222	human	Protein	ENSG00000084652	200081	HGNC:30685
16015_19	ALT	Alanine aminotransferase 1	GPT	NA	Yes	P24298	human	Protein	ENSG00000167701	2875	HGNC:4552
16021_30	Cadherin-8	Cadherin-8	CDH8	NA	Yes	P55286	human	Protein	ENSG00000150394	1006	HGNC:1767
16035_8	VEGF sR3	Vascular endothelial growth factor receptor 3	FLT4	NA	Yes	P35916	human	Protein	ENSG00000037280	2324	HGNC:3767
16043_30	SHC1	SHC-transforming protein 1	SHC1	NA	Yes	P29353	human	Protein	ENSG00000160691	6464	HGNC:10840
16049_43	OLR1	Oxidized low-density lipoprotein receptor 1	OLR1	NA	Yes	P78380	human	Protein	ENSG00000173391	4973	HGNC:8133
16055_3	complement factor H-related 5	Complement factor H-related protein 5	CFHR5	NA	Yes	Q9BXR6	human	Protein	ENSG00000134389	81494	HGNC:24668
16057_6	IGF-II receptor	Cation-independent mannose-6-phosphate receptor	IGF2R	NA	Yes	P11717	human	Protein	ENSG00000197081	3482	HGNC:5467
16060_99	NID2	Nidogen-2	NID2	NA	Yes	Q14112	human	Protein	ENSG00000087303	22795	HGNC:13389
16070_7	WIF-1	Wnt inhibitory factor 1	WIF1	NA	Yes	Q9Y5W5	human	Protein	ENSG00000156076	11197	HGNC:18081
16074_12	GRB2-related adapter protein 2	GRB2-related adapter protein 2	GRAP2	NA	Yes	O75791	human	Protein	ENSG00000100351	9402	HGNC:4563
16079_2	TEC	Tyrosine-protein kinase Tec	TEC	NA	Yes	P42680	human	Protein	ENSG00000135605	7006	HGNC:11719
16081_38	Aldose reductase-like	Aldo-keto reductase family 1 member B10	AKR1B10	NA	Yes	O60218	human	Protein	ENSG00000198074	57016	HGNC:382
16288_17	EPHA4	Ephrin type-A receptor 4	EPHA4	NA	Yes	P54764	human	Protein	ENSG00000116106	2043	HGNC:3388
16292_288	GIP	Gastric inhibitory polypeptide	GIP	NA	Yes	P09681	human	Protein	ENSG00000159224	2695	HGNC:4270
16293_1	Growth hormone-releasing factor	Somatoliberin	GHRH	NA	Yes	P01286	human	Protein	ENSG00000118702	2691	HGNC:4265
16296_43	LGR5	Leucine-rich repeat-containing G-protein coupled receptor 5	LGR5	NA	Yes	O75473	human	Protein	ENSG00000139292	8549	HGNC:4504
16297_14	ROBO4	Roundabout homolog 4	ROBO4	NA	Yes	Q8WZ75	human	Protein	ENSG00000154133	54538	HGNC:17985
16298_84	sPLA(2)-IID	Group IID secretory phospholipase A2	PLA2G2D	NA	Yes	Q9UNK4	human	Protein	ENSG00000117215	26279	HGNC:9033
16299_13	TIGIT	T-cell immunoreceptor with Ig and ITIM domains	TIGIT	NA	Yes	Q495A1	human	Protein	ENSG00000181847	NA	HGNC:26838
16300_4	TREM2	Triggering receptor expressed on myeloid cells 2	TREM2	NA	Yes	Q9NZC2	human	Protein	ENSG00000095970	54209	HGNC:17761
16302_11	SPLC2	BPI fold-containing family A member 2	BPIFA2	NA	Yes	Q96DR5	human	Protein	ENSG00000131050	140683	HGNC:16203
16304_6	LGR4	Leucine-rich repeat-containing G-protein coupled receptor 4	LGR4	NA	Yes	Q9BXB1	human	Protein	ENSG00000205213	NA	HGNC:13299
16305_10	Cadherin-11	Cadherin-11	CDH11	NA	Yes	P55287	human	Protein	ENSG00000140937	1009	HGNC:1750
16307_22	UNC5H4	Netrin receptor UNC5D	UNC5D	NA	Yes	Q6UXZ4	human	Protein	ENSG00000156687	137970	HGNC:18634
16308_14	BTLA	B- and T-lymphocyte attenuator	BTLA	NA	Yes	Q7Z6A9	human	Protein	ENSG00000186265	151888	HGNC:21087
16309_30	Soggy-1	Dickkopf-like protein 1	DKKL1	NA	Yes	Q9UK85	human	Protein	ENSG00000104901	27120	HGNC:16528
16312_45	Cadherin-6	Cadherin-6	CDH6	NA	Yes	P55285	human	Protein	ENSG00000113361	1004	HGNC:1765
16315_105	VEGF sR1	Vascular endothelial growth factor receptor 1	FLT1	NA	Yes	P17948	human	Protein	ENSG00000102755	2321	HGNC:3763
16317_20	Desmoglein-3	Desmoglein-3	DSG3	NA	Yes	P32926	human	Protein	ENSG00000134757	1830	HGNC:3050
16318_12	ALK-1	Serine/threonine-protein kinase receptor R3	ACVRL1	NA	Yes	P37023	human	Protein	ENSG00000139567	94	HGNC:175
